,Stance,Text,Title
21,,Минобороны обвинило «гражданского сотрудника» в публикации скриншота из игры вместо фото террористов. И показало но… https://t.co/Vn4DBxwlSK,Минобороны обвинило «гражданского сотрудника» в публикации скриншота из игры вместо фото террористов. И показало но… https://t.co/Vn4DBxwlSK
22,,@CITeam_ru @EliotHiggins https://t.co/gYfea9prYJ,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
23,,@mnbvcxzaa33 @IvanAverchenko @CITeam_ru @EliotHiggins Ж-то ли журналистика то ли жопа...или журнажопа или жопоглистика...запутался.,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
24,,@CITeam_ru @navalny @EliotHiggins Они может в игре все это время и воевали.,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
25,,@EliotHiggins @CITeam_ru @uckuduk1 Of course. https://t.co/WPB3SeCrFP They do.,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
26,,"@CITeam_ru @EliotHiggins @uckuduk1 Это что, нас обманывают?","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
27,,"@Peter_234 @CITeam_ru Это понятно, но не всегда просто поймать. Но когда врешь много, то правду что ты всегда врешь скрыть очень сложно.","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
28,,@SiberiaLeyawiin @CITeam_ru @EliotHiggins Мне кажется тут скорее успешная операция по дезинформации. Полтора-два го… https://t.co/ztdFHFe6RQ,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
29,,@CITeam_ru @EliotHiggins Вы бы хоть предупредили адептов Пушкова и Коротченко о возможных побочных эффектах при про… https://t.co/JXLbzByPMO,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
30,,@CITeam_ru @EliotHiggins В МинОбороны кто-то любит игры и иногда путает их с реальностью.,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
31,,@Ivanger1999 @CITeam_ru @navalny @EliotHiggins удалили уже,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
32,,@CITeam_ru @EliotHiggins Есть ещё видео этого события. Чернокожий американец вгоняет свой ИГИЛ в Поклонскую.,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
33,,"@mrd0000 @SiberiaLeyawiin @CITeam_ru @EliotHiggins Тогда купился Леонтьев, Минобороны кажется тогда было не при делах.","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
34,,"@CITeam_ru @EliotHiggins Привіт, а ти граєш в цю гру з Google Play ?  
https://t.co/d0QR2k03u0","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
35,,@SiberiaLeyawiin @CITeam_ru @EliotHiggins Они уже раз сделали так на первом канале. Только с размерами самолета про… https://t.co/gJs3qklLY6,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
36,,"@mnbvcxzaa33 @Light1065S @CITeam_ru @EliotHiggins такая работа у журнашлюхи - врать, под ""фарш"" из нарезки кадров военной хроники и фейков )","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
37,,@CITeam_ru @EliotHiggins Рубрика #пробиваемдно,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
38,,"@CITeam_ru @EliotHiggins Да там, вероятно, совсем неадекваты, напроч чувство реальности потеряли. Думают, что у все… https://t.co/a33FKok7ii","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
39,,@CITeam_ru @EliotHiggins дебилы блть,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
40,,"@CITeam_ru @EliotHiggins ""НЕОСПОРИМОЕ ПОДТВЕРЖДЕНИЕ"" MY ASS

С таким президентом - это норма

https://t.co/0YdjqKHVT4","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
41,,"@CITeam_ru @EliotHiggins Видимо  объявлен конкурс ""тупой и еще тупее""между государственными конторам. Борьба набирает обороты.","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
42,,"@RuslanLeviev @CITeam_ru @EliotHiggins @uckuduk1 It are no accusations, it are FACTS. Fact is, that the US-Regime h… https://t.co/uXzIpA9dQb","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
43,,@Jack_Bleckk @CITeam_ru @EliotHiggins Биоматериалы отправить нужно для подтверждения аккаунта.,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
44,,@CITeam_ru @unkn0wnerror @EliotHiggins Лучшее рекламное агентство,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
45,,"@CITeam_ru @navalny @EliotHiggins Вот наверное где заповедник старперов, любителей ""желтого снега"" (желтой прессы).","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
46,,@CITeam_ru @navalny @EliotHiggins скриншот,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
47,,"@CITeam_ru @EliotHiggins Чему тут удивляться, если министр обороны РФ по 3 Сирии за раз освобождает?","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
48,,"@CITeam_ru @EliotHiggins Как делаются ""неоспоримые доказательства"" в МО РФ на самом деле:
Смотрим:… https://t.co/rBOpijqKR5","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
49,,@mnbvcxzaa33 @666_mancer @CITeam_ru @EliotHiggins  https://t.co/n03btL8Q5e,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
50,,@CITeam_ru @alburov @EliotHiggins Никак не могут подняться выше двухкилометровых боингов.,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
51,,"@mnbvcxzaa33 @EliotHiggins @CITeam_ru ВНИМАНИЕ ЗАРАЗА, УВИДЕЛ ЗАРАЗУ ВЫКЛЮЧИ ЕЁ!👆 https://t.co/du7gQPqp7k","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
52,,@hezbollah1987 @CITeam_ru @uckuduk1 What mistake involves taking screenshots to purposely avoid explosions in the f… https://t.co/GEQapxF7Nk,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
53,,@CITeam_ru Ваш твіт https://t.co/gP9i2CdpNF додано у наш топ,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
54,,"@CITeam_ru @EliotHiggins а вы говорите в мо рф пороха не нюхали, да они там такую дурь дуют... https://t.co/ExIlKtQaI2","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
55,,"@CITeam_ru @EliotHiggins Ты смотри, наши тоже могут:)
На информационной войне все средства хороши. Вы ничего не пон… https://t.co/nWFpnPX9hm","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
56,,@Peter_234 @CITeam_ru они всегда лгут,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
57,,"@CITeam_ru @EliotHiggins Облажались знатно. Мне это кое-что напоминает из недавнего прошлого, там действующим лицом… https://t.co/YqP9BLbTj9","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
58,,"@SiberiaLeyawiin @mrd0000 @CITeam_ru @EliotHiggins Скорее всего да, некомпетентные идиоты. Зато потом отмазка будет… https://t.co/5M2meLRon2","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
59,,@CITeam_ru @EliotHiggins КАПИТУЛИРОВАЛ!!!,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
60,,"@deemONoff @CITeam_ru @EliotHiggins @uckuduk1 Вам ""гадят"" в черепную  коробку.","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
61,,@CITeam_ru @alburov @EliotHiggins лушче бы сразу такой пруф выложили ))) https://t.co/RIMVO6WANC,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
62,,"@CITeam_ru @EliotHiggins Звезда тоже обосралась, но удалила публикацию с сайта, но кэш имеется https://t.co/3SrMOppgYI","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
63,,"@CITeam_ru @alburov @EliotHiggins Главный вата-лозунг тут смотрится, как нигде, уместно. Так победим!!!)))","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
64,,@hezbollah1987 @CITeam_ru @EliotHiggins @uckuduk1 US already responded to this accusations https://t.co/NYhJXapPjG,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
65,,"@CITeam_ru @aavst @EliotHiggins Минобороны - это козлы,которые были есть и будут.В историию путинизма войдет истори… https://t.co/KcsD7xNXfa","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
66,,"@Hezengorph @CITeam_ru @navalny @EliotHiggins Задорнова схоронили сегодня в стране Нато.
Уберегал, уберегал дорогих… https://t.co/f0g3fGTWQc","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
67,,@CITeam_ru @EliotHiggins @Serega2332 красивые картинки,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
68,,"@CITeam_ru @EliotHiggins Главное заметьте -- кадр обрезан так, чтобы скрыть наиболее очевидные детали интерфейса, д… https://t.co/lEvrcJcN3f","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
69,,@CITeam_ru @EliotHiggins Дно очередное,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
70,,@CITeam_ru @OTomkiv @EliotHiggins @uckuduk1 Справжні професіонали давно покинули кацапську фєдєрацию і працюють дес… https://t.co/6WpAa4nD1R,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
71,,@CITeam_ru @EliotHiggins Мы это испытали на себе ещё 17 лет назад когда по центральному рынку был нанесён удар крыл… https://t.co/5JuY5D293H,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
72,,"@hezbollah1987 @CITeam_ru @uckuduk1 They published it after the BBC report, and used fake images from computer games either way.","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
73,,"@mnbvcxzaa33 @xaaks @CITeam_ru @EliotHiggins Позор то какой!Когда любой может ткнуть тебя носом в дерьмо,как нассав… https://t.co/SlJlrt9llV","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
74,,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
75,,"@CITeam_ru @navalny @EliotHiggins Жаль ЗАдорнов не дожил, но я сделаю все за него
-НУ ТУПЫЫЫЫЫЫЫЫЫЫЫЫЫЫЫЫЫЕ","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
76,,@CITeam_ru @EliotHiggins @uckuduk1 Очередной феик от русских путиноидофф. Голодные и одурманенные ватные пипилз схавает.,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
77,,@EliotHiggins @CITeam_ru @uckuduk1 Again: so what? You don't talk about the BBC report. THAT is what counts. Are yo… https://t.co/ANDtsLUdYm,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
78,,@iShavitov @Ivanger1999 @CITeam_ru @navalny @EliotHiggins Зря. Собрали бы кучу лайков и ретвитов.,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
79,,@CITeam_ru @EliotHiggins У них там школьники чтоль подрабатывают?,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
80,,"@mrd0000 @CITeam_ru @EliotHiggins Ну да, тоже верно. В любом случае, на что я намекаю -- что даже фэйки никто не мо… https://t.co/n910oshFK3","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
81,,@mnbvcxzaa33 Командование Коалиции США прокомментировало на неудачную пропагандистскую попытку Минобороны РФ. https://t.co/fbsZ802ApM,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
82,,@CITeam_ru @EliotHiggins История правок страницы фейсбука Минобороны. Как затёрли первичный свой пост https://t.co/VdBFfyy9iF,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
83,,"@CITeam_ru @666_mancer @EliotHiggins @uckuduk1 Некро, ты же год назад выкладывал уже фотки с чеченской войны которы… https://t.co/RpWaZLNFwm","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
84,,"@hezbollah1987 @CITeam_ru @uckuduk1 You trust the side that uses screenshots from computer games as evidence, well done.","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
85,,"@lounakhod @CITeam_ru @EliotHiggins чего далеко ходить-Стоун и ""видео из Сирии"",которое из Афганистана...","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
86,,@deemONoff @CITeam_ru @EliotHiggins @uckuduk1 уже давно,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
87,,@CITeam_ru @EliotHiggins Так скоро и до фильма «марс атакует» дойдут😁,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
88,,@EliotHiggins @CITeam_ru @uckuduk1 Russia was right. ISIS was created by US-Regime to destroy Iraq and Syria. But t… https://t.co/f1SGpVUxyM,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
89,,@CITeam_ru @EliotHiggins @uckuduk1 похоже в мо рф сидят старые тупые упыри не знакомые с интернетом и высерают всяк… https://t.co/B5lssRCzAD,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
90,,"@CITeam_ru @navalny @EliotHiggins Ага, а американские ""котики"" прям колонной из Вашингтона пешком идут в лагеря ИГИЛа)))))","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
91,,@CITeam_ru @EliotHiggins Гуглкэш всё помнит. Сейчас сидят и банят всех за комменты в твитторе Минобороны. И как пос… https://t.co/mYy2anvoAL,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
92,,@CITeam_ru @EliotHiggins Дебилы,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
93,,"@CITeam_ru @EliotHiggins Наверно не впервые компьютерные стрелялки использует как доказательства против США. Ха-ха,… https://t.co/ZCYLmMLtYl","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
94,,@CITeam_ru @JoN_TM @EliotHiggins  https://t.co/poiw5E16kF,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
95,,@dzakhour @CITeam_ru @EliotHiggins небось ещё и за Нэвэльнэ ))),"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
96,,"@mnbvcxzaa33 @666_mancer @CITeam_ru @EliotHiggins А еблища то какие умные в тиливизире))
С понтом мозг есть)","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
97,,@CITeam_ru @EliotHiggins Россия 24) 😁 https://t.co/G7rkaata1B,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
98,,@CITeam_ru @666_mancer @EliotHiggins @uckuduk1  https://t.co/iTUzLD53Ap,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
99,,@CITeam_ru @EliotHiggins @uckuduk1 Russia was right https://t.co/eHmV07pbm4,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
100,,@DDnm96850089 @CITeam_ru @EliotHiggins Срочники :),"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
101,,"@EliotHiggins Другой кадр, использованный МО РФ для обвинения США, оказался взятым из видео Минобороны Ирака о рабо… https://t.co/KLRwz5QkyX","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
102,,"@EliotHiggins @CITeam_ru @uckuduk1 So what? They did a mistake, right! But the fact is, that Russia was right and t… https://t.co/xKnbIUjQnz","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
103,,"@EliotHiggins @uckuduk1 Три других изображения, использованные МО РФ для обвинения США в сотрудничестве с ИГИЛ, так… https://t.co/pSjDgTJ9Rs","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
104,,"@CITeam_ru @NastyaOsipova @EliotHiggins И сказал тогда пресс-секретарь: ""Ничего страшного...""","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
105,,@Ivanger1999 @CITeam_ru @navalny @EliotHiggins https://t.co/J0qKlnDQud,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
106,,@mnbvcxzaa33 @abusafia2020 @CITeam_ru @EliotHiggins  https://t.co/UFJ2cuLjcT,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
107,,"@alex_longard @CITeam_ru @EliotHiggins @uckuduk1 Понимаешь, неудивительно, когда тупо врут пропагандоны. Но такая в… https://t.co/A7xDTPbb5b","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
108,,"@pogod_nik @CITeam_ru @EliotHiggins Так же было и с донбасскиим видео, которое было снято в КЧР. Только тогда ""нимф… https://t.co/u9I7C2z1Bt","Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
109,,@CITeam_ru @EliotHiggins Скачал ac-130 в app store. Теперь тоже помогаю громить игил в Сирии. Кто знает когда дадут… https://t.co/cSniMxOQ5e,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
110,,@Pugabe @CITeam_ru @EliotHiggins Если они всех банят кто читать их твитер будет?,"Минобороны России в качестве доказательства сотрудничества США с ИГ опубликовало скриншот из мобильной игры ""AC-130… https://t.co/FnhJGqVjNN"
