Stance;Text;Title
c;@NostroGatto @Segozavr Ну как и за Чаушеску...;В столицу Зимбабве Харере вошла армия. Военные дали 24 часа президенту Мугабе, правившему страной 37 лет, чтоб поки… https://t.co/hryYQv6FBX
c;@Segozavr Если уйдет живым, это будет признаком новой эпохи. Но чет сомневаюсь;В столицу Зимбабве Харере вошла армия. Военные дали 24 часа президенту Мугабе, правившему страной 37 лет, чтоб поки… https://t.co/hryYQv6FBX
c;@Segozavr в Ростове новый жилец;В столицу Зимбабве Харере вошла армия. Военные дали 24 часа президенту Мугабе, правившему страной 37 лет, чтоб поки… https://t.co/hryYQv6FBX
c;@Segozavr Круто...;В столицу Зимбабве Харере вошла армия. Военные дали 24 часа президенту Мугабе, правившему страной 37 лет, чтоб поки… https://t.co/hryYQv6FBX
c;@Segozavr @Golovopop а в столицу россии не вошли;В столицу Зимбабве Харере вошла армия. Военные дали 24 часа президенту Мугабе, правившему страной 37 лет, чтоб поки… https://t.co/hryYQv6FBX
c;@Segozavr https://t.co/2RxAwZ4crd;В столицу Зимбабве Харере вошла армия. Военные дали 24 часа президенту Мугабе, правившему страной 37 лет, чтоб поки… https://t.co/hryYQv6FBX
c;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87 Спасибо нашим воинам! Мы вами гордимся! 🇷🇺❤️;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87  https://t.co/1ntd5SwPxW;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87 Россия всегда была и есть защитницей мира, свободы, справедливости.;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87 @Nadezhd60103077 1941 - 1945 года точно так же было даже в ГЕРМАНИИ.!!!;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87 Этим и ценен РОССИЙСКИЙ солдат, а детей не обманеш улыбкой дежурной.;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87  https://t.co/K707NnFLur;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87 Не стремится убить, а стремится примирить но бандитам пощады нет;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AlyaRose2018 @AnatolyVlasov87 За тобой,не успееш.;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87 Вежливо вошли и вежливо нагнули, этих собак неадекватных;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87 @malta2803 Парни успеха Вам!;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@9fdfedf1cadc4ea @AnatolyVlasov87  https://t.co/mriAXXPYCc;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87  https://t.co/9NWMc9ZjoP;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87 @Go7VBEdinhanq87 Уточню-Крайний Русский солдат в 1924 году из Севастополя в Уругвай отбыл. Сейчас… https://t.co/g04G8kREtJ;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;"@9fdfedf1cadc4ea @AnatolyVlasov87 Сумничал)) После буквы ""ш""  на конце мягкий знак пишется). И запятую не  нужно  ставить 😂";Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@AnatolyVlasov87 Анатолий. Спасибо. Очень интересные подборки.;Вежливые Люди в провинции Латакия (Сирия). Вот они настоящие защитники Сирии. Русский солдат это солдат Мира! https://t.co/vC0f0tjW8J
c;@Current_policy нация шведов давно пошла по бороде. Странно, что потерю своей идентичности они считают логическим п… https://t.co/1dt2c52Z5Y;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy @v_tretyakov Когнитивный диссонанс...😮;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy @v_tretyakov Глобализация в действии.;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M";"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy @mehanik01313 Викинги, ёпть!!!;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy Шведы конечно ахренели, когда уже свой крестик с флага уберут и заменят на нормальный полумесяц, на… https://t.co/Rc5KWsJiHX;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy Толерантненько.;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy неправда, вот как выглядит коренная шведка в 3м поколении! https://t.co/t1fflmPO9E;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy Викинги - хуикинги бл!!! https://t.co/3IjeXFzQbF;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy 555+;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy @CheefAthlon Охренеть можно ....;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy @1639438Alex Арабская Европа;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy @Ave_Ceza_R Кстати Хиллари Клинтон один раз заявила что на Ближнем Востоке не должно быть светских… https://t.co/gQaLV2dyEp;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@Current_policy да забавного-то мало..;"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;"@Current_policy Придет время и Сирия не будет впускать обратно ""шведских"" да и вобще ""европейских"" беженцев 😎";"Вверху - Сирия 
Внизу - Швеция 
Забавно... https://t.co/ARZzwDoM7M"
c;@mod_russia Министерство обороны опубликовало фото с успешных испытаний российской зенитной ракетной системы большо… https://t.co/8D8wvFJ8AR;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Министерство фейков, пропаганды и отрицания.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia https://t.co/8LMNaIFH5k;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@belamova @mod_russia Компьютеры в Мин.Обороны пиндоские же стоят...;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;"@milkavkaz @mod_russia Если бы это что-то изменило)
У нас даже президент балабол";#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@bell_mess @crass010 @mod_russia А, плагиат.. Фуу, тогда не интересно.. 😎;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia Минобороны официльно признает, что от их имени публикуется вранье. Теперь докажите, что на… https://t.co/OcQZOYiEMT;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@Admarazulia @mod_russia Эльбрус не потянул;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@BorodaSeraya Весь мир и Сирия знают кто освободил их от террористов. А жалкий ответ США на обвинения России я даже… https://t.co/Vth7i3IcRi;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@BorodaSeraya А для вас факты о поддержке США террористов, предоставляемых разными странами, и количество жертв мир… https://t.co/w7VIvTZRQE;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia Все, что написала.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia Василий, проверьте зрение. И включите мыслительный аппарат.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia Марина, а вы вообще работаете или днями в Твиттер пишите?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Миша, все хуйня, давай по новой.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;"@EricHurtmann @MarinaVikto @DVerkhovskiy @mod_russia 😂🤦‍♂️""Грады-невидимки"": https://t.co/2wnBn4ZsE0";#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia Зато я получил ответ на свой вопрос...  ));#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia какой же это зашквар 😂;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Потрясающее качество снимков. Я даже бородатого разглядел на танке;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@EricHurtmann @MarinaVikto @DVerkhovskiy @mod_russia Я что-то вот не вижу на ЮВУ российской техники. Захваченная у… https://t.co/W9OHIfHFbO;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia  https://t.co/FVOqibSyWW;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia На арму вторую больше похоже;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia  https://t.co/wEpnq3Oeb4;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia На фотках то что Вы видите, Марина? Подписи, придуманные Министерством обороны, пока отста… https://t.co/CU1fST28No;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Вас беспокоят ваши смехотворно смешные теории заговора. 😂Цирк Кремля как крупнейший джокеминг в мире 🤣… https://t.co/PDQ53x8uRQ;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia Василий примите успокоительное и требуйте оригиналы у Минобороны.));#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia https://t.co/Rx1IStwNDZ Lol;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;"@mod_russia Русские используют лицемерие
все изображения из Министерства обороны
компьютерные игры";#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia https://t.co/qPIcYSEExv;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@EricHurtmann @MarinaVikto @DVerkhovskiy @mod_russia Ну и отлично. Тогда и РФ имеет право поставлять на Донбасс тан… https://t.co/zVVx2qJUXv;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@DanielErlin @mod_russia Это уже не из игры );#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@Pugabe @mod_russia Тоже про него подумал, только ч/б вариант;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@155163 @mod_russia США официально сообщили, что не собираются выводить свои войска с территории Сирии, пока там ес… https://t.co/z4EW6RBLDn;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia То есть Вы беретесь обсуждать «доказательства», а сами доказательства даже не смотрите? Я… https://t.co/YalyE1poCM;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia Сравните выделенную часть скрина первого заявления МО и видео на 03 секунде. Надеюсь у Вас… https://t.co/XGK5LfsY2t;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia  https://t.co/WxgOSnd5Yg;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@EricHurtmann @MarinaVikto @DVerkhovskiy @mod_russia Да? Тогда выдайте видео, что б вот так, в таких же масштабах,… https://t.co/T0rZ5yKM8s;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @EricHurtmann @DVerkhovskiy @mod_russia 😂😂😂 Сорри,  напомнило. Веселая вы ) https://t.co/OT3nHbNc0P;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@t2kLxtRCLpmpIyH @ScottsHumor @mod_russia они на старую деревню уже переехали давно;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia Зрение у меня не хуже, чем у Вас, раз уж и Вы координат разобрать не смогли… ведь написать… https://t.co/STYY4xg12e;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia говноеды Минобороны рашки опять обосрались;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia если они пиарщики, то вы глупец));#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia Давайте, давайте, Марина, отвечайте на вопросы!;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @crass010 @mod_russia А я не русопоцреот, и тем более не честный, но неподкупный русский офицер. Мне чужого не надо;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@crass010 @mod_russia Как бы то ни было, они исправили ошибку.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Xaxaxaxa ruski kak vi umeice vrac;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia Оригиналы в Минобороны.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@BorodaSeraya Если США ничего там не делают, пусть, катятся оттуда. Тем более, им уже об этом открытым текстом гово… https://t.co/1iBdFpTPIB;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia Проверьте зрение.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@crass010 @bell_mess @mod_russia Скинь можно и подделать, я верю только своим скринам с оригиналов.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@155163 @mod_russia Да Да https://t.co/LwvkNRZ8A9;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia ссаные позорники из мин обороны, во что сегодня играли? сколько уровней прошли ?:)));#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @DVerkhovskiy @mod_russia А тебя, шкура, ебать не должно, чьи войска в Украине и когда их оттуда выведут:D;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia @i_korotchenko это из какой игры? дюна-2?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@unuclearance @mod_russia Не скромничайте. Я попрошу их вас в штаб пригласить и все вам расчехлить.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia @ARTEM_KLYUSHIN Вам уже никто не верит!;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@milenial7 @mod_russia Распятый мальчик, говорите? https://t.co/Cml643rGCS с помощью @YouTube;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia Все ваши аргументы. Почитайте переписку.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;"@mod_russia Зачем Вы вообще ведёте твиттер?
Делали бы заявления по телевизору, там даже если и обосретесь, то кредит доверия слишком велик";#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia Так Вы ни одного раза на прямо поставленный вопрос ответить не можете, Марина. Начинаете п… https://t.co/vOQYBotOWg;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia разжалуйте Конашенкова в рядовые и отправьте на штурм Абу Кемаля )));#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@EricHurtmann @MarinaVikto @DVerkhovskiy @mod_russia Не знаю, в чём он там клялся. Я просто открывал укрСМИ (и запа… https://t.co/TOzeYzpPmU;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @bell_mess @mod_russia Вы до последнего упирались, пока я вас носом в скрит и видео не тыкнул. Патриот… https://t.co/FYBGJmhZWZ;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia Я полностью доверяю Минобороны. Координаты написаны. Угомонитесь уже. 😂;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Зовите Чудинова. Может,он вам неоспаримые доказательства хоть начитает;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Всё намного хуже: они Дагона вызвали! https://t.co/XAvUxjvjy0;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia В третий раз взмахнула Василиса рукавом😀 )));#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@soldier_moskva @mod_russia @amicableru Была подстава! Поднять на смех Минобороны, тем самым нивелируя прошлые его… https://t.co/CQG0o8TMEm;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia да-да, мы тоже все ждем c 130 gunship simulator ) Спасибо, что рассказали об этой шикарной игре);#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia Вы можете доказать, что Вы - зрячая, умная и честная, если сможете на опубликованных фото… https://t.co/4Crw987j4K;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;"@MarinaVikto @mod_russia Отнюдь:
https://t.co/sQFXZ18hgr";#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia Василий, вам предоставили факты, неоспоримые. Российские спецслужбы не занимаются тиражирование… https://t.co/3ZT8IjPhSW;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@155163 @mod_russia Генерал Джеймс Мэттис сейчас бы тебя одобрительно по щеке похлопал за поддержку https://t.co/zpuVpUStM7;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Погоны! Идите уже домой, хватит позора на сегодня. И перестаньте выставлять мою страну на посмешище!;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia Ваши аргументы СМЕШНЫ, видите, основное я запомнила.));#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia @i_korotchenko Америкосам на всё насрать;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Хотя;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@robotubiyca @mod_russia Измученная такса;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia А как Вы проверили, что координаты на фото соответствуют времени и месту, в которых фото б… https://t.co/KcdfplZsmJ;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@bell_mess @crass010 @mod_russia Офицер, не русопатриот, неподкупный и нечестный. Ты такой противоречивый..;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia а т.е. звезде;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia ГОВНА то сколько у людишек...ЛЮБИТЕЛИ ПРАВДЫ, а не слетать бы вам в Сирию и посмотреть своими глазами н… https://t.co/4coCtvwQRi;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Всем и так ясно, что минобороны РФ сотрудничает с ИГ!;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Каждый раз думаешь, что дно пробито, но нет 😂;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@Rinzai3 @mod_russia Так официально в ИГИЛ больше 5 тысяч граждан РФ.Приедут домой,расскажут тебе);#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@mod_russia Ну, МО хотя бы напрягло прямые извилины и додумалось не вставлять сапера;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@crass010 @bell_mess @mod_russia Чао, не знаю кто.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@MarinaVikto @mod_russia Вот и расскажите, Марина, пожалуйста, как Вы определили, что на фото - караван боевиков, к… https://t.co/IK6m1F2ajc;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
c;@VUglov @mod_russia включайте мозги )) или что там у вас вместо них?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
